"Тема","Дата начала","Время начала","Дата завершения","Время завершения","Ежедневное событие","Оповещение вкл/выкл","Дата оповещения","Время оповещения","В это время","Важность","Описание","Пометка"
"ПЗПІ-23-3 - ОС Пз DL ПЗПІ-23-3","31.03.2025","13:10:00","31.03.2025","14:45:00","Ложь","Истина","31.03.2025","13:05:00","2","Обычная","ОС Пз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - ОС Пз DL ПЗПІ-23-3","14.04.2025","13:10:00","14.04.2025","14:45:00","Ложь","Истина","14.04.2025","13:05:00","2","Обычная","ОС Пз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - ОС Пз DL ПЗПІ-23-3","28.04.2025","13:10:00","28.04.2025","14:45:00","Ложь","Истина","28.04.2025","13:05:00","2","Обычная","ОС Пз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - ОС Пз DL ПЗПІ-23-3","12.05.2025","13:10:00","12.05.2025","14:45:00","Ложь","Истина","12.05.2025","13:05:00","2","Обычная","ОС Пз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - Філ Конс DL ПЗПІ-23-3","09.06.2025","13:10:00","09.06.2025","14:45:00","Ложь","Истина","09.06.2025","13:05:00","2","Обычная","Філ Конс DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - ОПJа Зал DL ПЗПІ-23-3","16.06.2025","13:10:00","16.06.2025","14:45:00","Ложь","Истина","16.06.2025","13:05:00","2","Обычная","ОПJа Зал DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - ФВ Зал DL ПЗПІ-23-3","23.06.2025","13:10:00","23.06.2025","14:45:00","Ложь","Истина","23.06.2025","13:05:00","2","Обычная","ФВ Зал DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-4 - ОС Лб DL ПЗПІ-23-4","10.03.2025","13:10:00","10.03.2025","14:45:00","Ложь","Истина","10.03.2025","13:05:00","2","Обычная","ОС Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - СмП Пз DL ПЗПІ-23-4","17.03.2025","13:10:00","17.03.2025","14:45:00","Ложь","Истина","17.03.2025","13:05:00","2","Обычная","СмП Пз DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОС Лб DL ПЗПІ-23-4","24.03.2025","13:10:00","24.03.2025","14:45:00","Ложь","Истина","24.03.2025","13:05:00","2","Обычная","ОС Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОС Лб DL ПЗПІ-23-4","07.04.2025","13:10:00","07.04.2025","14:45:00","Ложь","Истина","07.04.2025","13:05:00","2","Обычная","ОС Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОС Лб DL ПЗПІ-23-4","21.04.2025","13:10:00","21.04.2025","14:45:00","Ложь","Истина","21.04.2025","13:05:00","2","Обычная","ОС Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОС Лб DL ПЗПІ-23-4","05.05.2025","13:10:00","05.05.2025","14:45:00","Ложь","Истина","05.05.2025","13:05:00","2","Обычная","ОС Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОС Лб DL ПЗПІ-23-4","19.05.2025","13:10:00","19.05.2025","14:45:00","Ложь","Истина","19.05.2025","13:05:00","2","Обычная","ОС Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОС Лб DL ПЗПІ-23-4","26.05.2025","13:10:00","26.05.2025","14:45:00","Ложь","Истина","26.05.2025","13:05:00","2","Обычная","ОС Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОС Лб DL ПЗПІ-23-4","02.06.2025","13:10:00","02.06.2025","14:45:00","Ложь","Истина","02.06.2025","13:05:00","2","Обычная","ОС Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-5 - СмП Зал DL ПЗПІ-23-5","16.06.2025","13:10:00","16.06.2025","14:45:00","Ложь","Истина","16.06.2025","13:05:00","2","Обычная","СмП Зал DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - ОПJа Зал DL ПЗПІ-23-5","23.06.2025","13:10:00","23.06.2025","14:45:00","Ложь","Истина","23.06.2025","13:05:00","2","Обычная","ОПJа Зал DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-2 - ОПJа Пз DL ПЗПІ-23-2","10.03.2025","14:55:00","10.03.2025","16:30:00","Ложь","Истина","10.03.2025","14:50:00","2","Обычная","ОПJа Пз DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ОПJа Лб DL ПЗПІ-23-2","17.03.2025","14:55:00","17.03.2025","16:30:00","Ложь","Истина","17.03.2025","14:50:00","2","Обычная","ОПJа Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ОПJа Лб DL ПЗПІ-23-2","07.04.2025","14:55:00","07.04.2025","16:30:00","Ложь","Истина","07.04.2025","14:50:00","2","Обычная","ОПJа Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ОПJа Пз DL ПЗПІ-23-2","21.04.2025","14:55:00","21.04.2025","16:30:00","Ложь","Истина","21.04.2025","14:50:00","2","Обычная","ОПJа Пз DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ОПJа Лб DL ПЗПІ-23-2","28.04.2025","14:55:00","28.04.2025","16:30:00","Ложь","Истина","28.04.2025","14:50:00","2","Обычная","ОПJа Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ОПJа Лб DL ПЗПІ-23-2","19.05.2025","14:55:00","19.05.2025","16:30:00","Ложь","Истина","19.05.2025","14:50:00","2","Обычная","ОПJа Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ОПJа Лб DL ПЗПІ-23-2","02.06.2025","14:55:00","02.06.2025","16:30:00","Ложь","Истина","02.06.2025","14:50:00","2","Обычная","ОПJа Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-3 - ОС Конс DL ПЗПІ-23-3","09.06.2025","14:55:00","09.06.2025","16:30:00","Ложь","Истина","09.06.2025","14:50:00","2","Обычная","ОС Конс DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - ПрПА Конс DL ПЗПІ-23-3","16.06.2025","14:55:00","16.06.2025","16:30:00","Ложь","Истина","16.06.2025","14:50:00","2","Обычная","ПрПА Конс DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-4 - СмП Лб DL ПЗПІ-23-4","07.04.2025","14:55:00","07.04.2025","16:30:00","Ложь","Истина","07.04.2025","14:50:00","2","Обычная","СмП Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - СмП Лб DL ПЗПІ-23-4","21.04.2025","14:55:00","21.04.2025","16:30:00","Ложь","Истина","21.04.2025","14:50:00","2","Обычная","СмП Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - СмП Лб DL ПЗПІ-23-4","19.05.2025","14:55:00","19.05.2025","16:30:00","Ложь","Истина","19.05.2025","14:50:00","2","Обычная","СмП Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-5 - ОС Конс DL ПЗПІ-23-5","16.06.2025","14:55:00","16.06.2025","16:30:00","Ложь","Истина","16.06.2025","14:50:00","2","Обычная","ОС Конс DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-2 - ОПJа Пз DL ПЗПІ-23-2","10.03.2025","16:40:00","10.03.2025","18:15:00","Ложь","Истина","10.03.2025","16:35:00","2","Обычная","ОПJа Пз DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ОПJа Лб DL ПЗПІ-23-2","17.03.2025","16:40:00","17.03.2025","18:15:00","Ложь","Истина","17.03.2025","16:35:00","2","Обычная","ОПJа Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ОПJа Лб DL ПЗПІ-23-2","07.04.2025","16:40:00","07.04.2025","18:15:00","Ложь","Истина","07.04.2025","16:35:00","2","Обычная","ОПJа Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ОПJа Пз DL ПЗПІ-23-2","21.04.2025","16:40:00","21.04.2025","18:15:00","Ложь","Истина","21.04.2025","16:35:00","2","Обычная","ОПJа Пз DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ОПJа Лб DL ПЗПІ-23-2","28.04.2025","16:40:00","28.04.2025","18:15:00","Ложь","Истина","28.04.2025","16:35:00","2","Обычная","ОПJа Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ОПJа Лб DL ПЗПІ-23-2","19.05.2025","16:40:00","19.05.2025","18:15:00","Ложь","Истина","19.05.2025","16:35:00","2","Обычная","ОПJа Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ОПJа Лб DL ПЗПІ-23-2","02.06.2025","16:40:00","02.06.2025","18:15:00","Ложь","Истина","02.06.2025","16:35:00","2","Обычная","ОПJа Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-4 - СмП Лб DL ПЗПІ-23-4","07.04.2025","16:40:00","07.04.2025","18:15:00","Ложь","Истина","07.04.2025","16:35:00","2","Обычная","СмП Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - СмП Лб DL ПЗПІ-23-4","21.04.2025","16:40:00","21.04.2025","18:15:00","Ложь","Истина","21.04.2025","16:35:00","2","Обычная","СмП Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - СмП Лб DL ПЗПІ-23-4","19.05.2025","16:40:00","19.05.2025","18:15:00","Ложь","Истина","19.05.2025","16:35:00","2","Обычная","СмП Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - ОС Конс DL ПЗПІ-23-4","09.06.2025","16:40:00","09.06.2025","18:15:00","Ложь","Истина","09.06.2025","16:35:00","2","Обычная","ОС Конс DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-1 - ІМ1п Пз DL ПЗПІ-23-1","11.02.2025","07:45:00","11.02.2025","09:20:00","Ложь","Истина","11.02.2025","07:40:00","2","Обычная","ІМ1п Пз DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ1п Пз DL ПЗПІ-23-1","18.02.2025","07:45:00","18.02.2025","09:20:00","Ложь","Истина","18.02.2025","07:40:00","2","Обычная","ІМ1п Пз DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Пз DL, DL_1 ПЗПІ-23-1","04.03.2025","07:45:00","04.03.2025","09:20:00","Ложь","Истина","04.03.2025","07:40:00","2","Обычная","ІМ Пз DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Пз DL, DL_1 ПЗПІ-23-1","11.03.2025","07:45:00","11.03.2025","09:20:00","Ложь","Истина","11.03.2025","07:40:00","2","Обычная","ІМ Пз DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Пз DL, DL_1 ПЗПІ-23-1","18.03.2025","07:45:00","18.03.2025","09:20:00","Ложь","Истина","18.03.2025","07:40:00","2","Обычная","ІМ Пз DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Пз DL, DL_1 ПЗПІ-23-1","25.03.2025","07:45:00","25.03.2025","09:20:00","Ложь","Истина","25.03.2025","07:40:00","2","Обычная","ІМ Пз DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Пз DL, DL_1 ПЗПІ-23-1","01.04.2025","07:45:00","01.04.2025","09:20:00","Ложь","Истина","01.04.2025","07:40:00","2","Обычная","ІМ Пз DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Пз DL, DL_1 ПЗПІ-23-1","08.04.2025","07:45:00","08.04.2025","09:20:00","Ложь","Истина","08.04.2025","07:40:00","2","Обычная","ІМ Пз DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Пз DL, DL_1 ПЗПІ-23-1","15.04.2025","07:45:00","15.04.2025","09:20:00","Ложь","Истина","15.04.2025","07:40:00","2","Обычная","ІМ Пз DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Пз DL, DL_1 ПЗПІ-23-1","22.04.2025","07:45:00","22.04.2025","09:20:00","Ложь","Истина","22.04.2025","07:40:00","2","Обычная","ІМ Пз DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Пз DL, DL_1 ПЗПІ-23-1","29.04.2025","07:45:00","29.04.2025","09:20:00","Ложь","Истина","29.04.2025","07:40:00","2","Обычная","ІМ Пз DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Пз DL, DL_1 ПЗПІ-23-1","06.05.2025","07:45:00","06.05.2025","09:20:00","Ложь","Истина","06.05.2025","07:40:00","2","Обычная","ІМ Пз DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Пз DL, DL_1 ПЗПІ-23-1","13.05.2025","07:45:00","13.05.2025","09:20:00","Ложь","Истина","13.05.2025","07:40:00","2","Обычная","ІМ Пз DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Пз DL, DL_1 ПЗПІ-23-1","20.05.2025","07:45:00","20.05.2025","09:20:00","Ложь","Истина","20.05.2025","07:40:00","2","Обычная","ІМ Пз DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Пз DL, DL_1 ПЗПІ-23-1","27.05.2025","07:45:00","27.05.2025","09:20:00","Ложь","Истина","27.05.2025","07:40:00","2","Обычная","ІМ Пз DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Пз DL, DL_1 ПЗПІ-23-1","03.06.2025","07:45:00","03.06.2025","09:20:00","Ложь","Истина","03.06.2025","07:40:00","2","Обычная","ІМ Пз DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Екз DL, DL_1 ПЗПІ-23-1","24.06.2025","07:45:00","24.06.2025","09:20:00","Ложь","Истина","24.06.2025","07:40:00","2","Обычная","ІМ Екз DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-2 - ОС Лб DL ПЗПІ-23-2","04.03.2025","07:45:00","04.03.2025","09:20:00","Ложь","Истина","04.03.2025","07:40:00","2","Обычная","ОС Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ОС Лб DL ПЗПІ-23-2","18.03.2025","07:45:00","18.03.2025","09:20:00","Ложь","Истина","18.03.2025","07:40:00","2","Обычная","ОС Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ОС Лб DL ПЗПІ-23-2","01.04.2025","07:45:00","01.04.2025","09:20:00","Ложь","Истина","01.04.2025","07:40:00","2","Обычная","ОС Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ОС Лб DL ПЗПІ-23-2","15.04.2025","07:45:00","15.04.2025","09:20:00","Ложь","Истина","15.04.2025","07:40:00","2","Обычная","ОС Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ОС Лб DL ПЗПІ-23-2","29.04.2025","07:45:00","29.04.2025","09:20:00","Ложь","Истина","29.04.2025","07:40:00","2","Обычная","ОС Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ОС Лб DL ПЗПІ-23-2","13.05.2025","07:45:00","13.05.2025","09:20:00","Ложь","Истина","13.05.2025","07:40:00","2","Обычная","ОС Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ОС Лб DL ПЗПІ-23-2","27.05.2025","07:45:00","27.05.2025","09:20:00","Ложь","Истина","27.05.2025","07:40:00","2","Обычная","ОС Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ОС Лб DL ПЗПІ-23-2","03.06.2025","07:45:00","03.06.2025","09:20:00","Ложь","Истина","03.06.2025","07:40:00","2","Обычная","ОС Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - ІМ Екз DL ПЗПІ-23-2","24.06.2025","07:45:00","24.06.2025","09:20:00","Ложь","Истина","24.06.2025","07:40:00","2","Обычная","ІМ Екз DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-3 - ІМ Екз DL ПЗПІ-23-3","24.06.2025","07:45:00","24.06.2025","09:20:00","Ложь","Истина","24.06.2025","07:40:00","2","Обычная","ІМ Екз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-4 - ПрПА Екз DL ПЗПІ-23-4","17.06.2025","07:45:00","17.06.2025","09:20:00","Ложь","Истина","17.06.2025","07:40:00","2","Обычная","ПрПА Екз DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-5 - ОС Лб DL ПЗПІ-23-5","11.03.2025","07:45:00","11.03.2025","09:20:00","Ложь","Истина","11.03.2025","07:40:00","2","Обычная","ОС Лб DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - ОПJа Пз DL ПЗПІ-23-5","18.03.2025","07:45:00","18.03.2025","09:20:00","Ложь","Истина","18.03.2025","07:40:00","2","Обычная","ОПJа Пз DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - ОС Лб DL ПЗПІ-23-5","25.03.2025","07:45:00","25.03.2025","09:20:00","Ложь","Истина","25.03.2025","07:40:00","2","Обычная","ОС Лб DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - ОС Лб DL ПЗПІ-23-5","08.04.2025","07:45:00","08.04.2025","09:20:00","Ложь","Истина","08.04.2025","07:40:00","2","Обычная","ОС Лб DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - ОС Лб DL ПЗПІ-23-5","22.04.2025","07:45:00","22.04.2025","09:20:00","Ложь","Истина","22.04.2025","07:40:00","2","Обычная","ОС Лб DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - ОС Лб DL ПЗПІ-23-5","06.05.2025","07:45:00","06.05.2025","09:20:00","Ложь","Истина","06.05.2025","07:40:00","2","Обычная","ОС Лб DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - ОС Лб DL ПЗПІ-23-5","20.05.2025","07:45:00","20.05.2025","09:20:00","Ложь","Истина","20.05.2025","07:40:00","2","Обычная","ОС Лб DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - ІМ Екз DL, DL_1 ПЗПІ-23-5","10.06.2025","07:45:00","10.06.2025","09:20:00","Ложь","Истина","10.06.2025","07:40:00","2","Обычная","ІМ Екз DL, DL_1 ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - ПрПА Екз DL ПЗПІ-23-5","24.06.2025","07:45:00","24.06.2025","09:20:00","Ложь","Истина","24.06.2025","07:40:00","2","Обычная","ПрПА Екз DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-1 - ІМ1п Пз DL ПЗПІ-23-1","11.02.2025","09:30:00","11.02.2025","11:05:00","Ложь","Истина","11.02.2025","09:25:00","2","Обычная","ІМ1п Пз DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ1п Пз DL ПЗПІ-23-1","18.02.2025","09:30:00","18.02.2025","11:05:00","Ложь","Истина","18.02.2025","09:25:00","2","Обычная","ІМ1п Пз DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - Філ Пз DL ПЗПІ-23-1","25.02.2025","09:30:00","25.02.2025","11:05:00","Ложь","Истина","25.02.2025","09:25:00","2","Обычная","Філ Пз DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Пз DL, DL_1 ПЗПІ-23-1","04.03.2025","09:30:00","04.03.2025","11:05:00","Ложь","Истина","04.03.2025","09:25:00","2","Обычная","ІМ Пз DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - Філ Пз DL ПЗПІ-23-1","11.03.2025","09:30:00","11.03.2025","11:05:00","Ложь","Истина","11.03.2025","09:25:00","2","Обычная","Філ Пз DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Пз DL, DL_1 ПЗПІ-23-1","18.03.2025","09:30:00","18.03.2025","11:05:00","Ложь","Истина","18.03.2025","09:25:00","2","Обычная","ІМ Пз DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - Філ Пз DL ПЗПІ-23-1","25.03.2025","09:30:00","25.03.2025","11:05:00","Ложь","Истина","25.03.2025","09:25:00","2","Обычная","Філ Пз DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Пз DL, DL_1 ПЗПІ-23-1","01.04.2025","09:30:00","01.04.2025","11:05:00","Ложь","Истина","01.04.2025","09:25:00","2","Обычная","ІМ Пз DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - Філ Пз DL ПЗПІ-23-1","08.04.2025","09:30:00","08.04.2025","11:05:00","Ложь","Истина","08.04.2025","09:25:00","2","Обычная","Філ Пз DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Пз DL, DL_1 ПЗПІ-23-1","15.04.2025","09:30:00","15.04.2025","11:05:00","Ложь","Истина","15.04.2025","09:25:00","2","Обычная","ІМ Пз DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - Філ Пз DL ПЗПІ-23-1","22.04.2025","09:30:00","22.04.2025","11:05:00","Ложь","Истина","22.04.2025","09:25:00","2","Обычная","Філ Пз DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Пз DL, DL_1 ПЗПІ-23-1","29.04.2025","09:30:00","29.04.2025","11:05:00","Ложь","Истина","29.04.2025","09:25:00","2","Обычная","ІМ Пз DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - Філ Пз DL ПЗПІ-23-1","06.05.2025","09:30:00","06.05.2025","11:05:00","Ложь","Истина","06.05.2025","09:25:00","2","Обычная","Філ Пз DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ Пз DL, DL_1 ПЗПІ-23-1","13.05.2025","09:30:00","13.05.2025","11:05:00","Ложь","Истина","13.05.2025","09:25:00","2","Обычная","ІМ Пз DL, DL_1 ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - Філ Пз DL ПЗПІ-23-1","20.05.2025","09:30:00","20.05.2025","11:05:00","Ложь","Истина","20.05.2025","09:25:00","2","Обычная","Філ Пз DL ПЗПІ-23-1","Обычный"
